crime_head,cases_pending_prev,cases_reported,cases_reopened,total_for_inv,not_investigated,transferred,withdrawn,fr_non_cognizable,fr_false,fr_mistake,fr_insufficient,fr_abated,fr_total,cs_from_prev,cs_from_year,cs_total,total_disposed,quashed,stayed,cases_pending_end,chargesheeting_rate,pendency_pct,crime_head_norm,year,category,fr_rate,fr_false_rate,fr_insufficient_rate,pendency_load,reopened_rate,transferred_rate,cs_carryover_rate,cs_rate_yoy,log_cases_reported,log_total_for_inv,severity_ordinal,cat_Miscellaneous IPC Crimes,cat_Offences Affecting the Human Body,cat_Offences Relating to Documents & Property Marks,cat_Offences against Property,cat_Offences against Public Tranquillity,cat_Offences against the State,year_feature
Other Riots,12560,18708,24,31292,1,6,4,173,515,476,1287,32,2483,6447,11501,17948,20438.0,12,16,10838,87.8,34.6,other riots,2021,Offences against Public Tranquillity,0.12148938252275174,0.02519816028965652,0.06297093649085038,0.4013805445481273,0.0012828736369467607,0.00019174229835101624,0.359204368174727,-1.9000000000000057,9.836759970485419,10.351149709344082,3,False,False,False,False,True,False,3
Other Simple Hurt,1933,10922,1,12856,0,20,0,31,181,483,1118,5,1818,1094,6690,7784,9622.0,4,4,3230,80.9,25.1,other simple hurt,2018,Offences Affecting the Human Body,0.1889420078985658,0.018811057992101435,0.11619205986281439,0.15035780958307404,9.155832265152902e-05,0.0015556938394523958,0.14054470709146968,,9.298625936843543,9.46164368908425,5,False,True,False,False,False,False,0
Other Simple Hurt,3104,5715,3,8822,0,17,0,9,138,312,794,10,1263,1324,3022,4346,5626.0,3,3,3193,77.2,36.2,other simple hurt,2019,Offences Affecting the Human Body,0.22449342339139708,0.024528972627088516,0.14113046569498755,0.3518476535932895,0.0005249343832020997,0.001927000680117887,0.30464795213989876,-3.700000000000003,8.651024539049757,9.085117227222105,5,False,True,False,False,False,False,1
Other Simple Hurt,3181,7241,3,10425,0,2,4,25,104,269,464,25,887,1013,4953,5966,6855.0,4,6,3562,87.0,34.2,other simple hurt,2020,Offences Affecting the Human Body,0.12939460247994164,0.015171407731582787,0.06768781911013859,0.30513189448441247,0.0004143074161027482,0.00019184652278177457,0.1697955078779752,9.799999999999997,8.887652690325586,9.252057965328051,5,False,True,False,False,False,False,2
Other Simple Hurt,3562,7638,0,11200,0,10,0,20,67,230,774,4,1095,861,5177,6038,7143.0,2,3,4055,84.5,36.2,other simple hurt,2021,Offences Affecting the Human Body,0.15329693406131878,0.009379812403751926,0.10835783284334313,0.3180357142857143,0.0,0.0008928571428571428,0.1425968863862206,-2.5,8.94102198354136,9.32375833901174,5,False,True,False,False,False,False,3
Other Thefts,178323,391714,466,570503,105,1796,57,2816,4169,21006,289677,1303,318971,28308,69902,98210,419082.0,88,19,151276,23.43455457,26.5162497,other thefts,2018,Offences against Property,0.7611183491536263,0.009947933817248176,0.6912179478001919,0.31257153774826774,0.0011896434643643065,0.0031480991335716027,0.28823948681397005,,12.878289813533927,13.254275459653202,2,False,False,False,True,False,False,0
Other Thefts,153366,438032,653,592051,97,1812,0,175,3866,32430,303621,3472,343564,30033,69232,99265,444738.0,426,23,146887,22.3,24.8,other thefts,2019,Offences against Property,0.7725087579653639,0.008692758433054967,0.6826963290746462,0.25904187308187976,0.0014907586660335317,0.0030605471488098154,0.30255377021105123,-1.1345545699999988,12.990049528986235,13.291349747846464,2,False,False,False,True,False,False,1
Other Thefts,148287,298375,855,447517,56,512,4,167,2934,35527,202416,245,241289,25547,51123,76670,318527.0,318,15,128668,24.1,28.8,other thefts,2020,Offences against Property,0.757515061517548,0.009211150075189859,0.6354751716494991,0.33135500997727463,0.0028655215751989946,0.0011440906155520349,0.33320725185861483,1.8000000000000007,12.606109715122738,13.011472039351792,2,False,False,False,True,False,False,2
Other Thefts,129404,349854,1537,480795,51,826,0,555,3916,35346,207939,295,248051,27383,70268,97651,346579.0,15,10,134201,28.2,27.9,other thefts,2021,Offences against Property,0.7157127235060404,0.011299011192253426,0.5999757631016305,0.2691458937800934,0.0043932611889531065,0.0017179879158477106,0.2804169952176629,4.099999999999998,12.765274061911276,13.083198342700975,2,False,False,False,True,False,False,3
Others,521,79,0,600,0,3,6,0,4,1,33,0,38,19,9,28,69.0,0,0,525,40.6,87.5,others,2018,Offences against the State,0.5507246376811594,0.057971014492753624,0.4782608695652174,0.8683333333333333,0.0,0.005,0.6785714285714286,,4.382026634673881,6.398594934535208,4,False,False,False,False,False,True,0
Others,525,73,0,598,0,3,0,0,5,1,36,0,42,27,18,45,90.0,0,0,508,50.0,84.9,others,2019,Offences against the State,0.4666666666666667,0.05555555555555555,0.4,0.8779264214046822,0.0,0.005016722408026756,0.6,9.399999999999999,4.30406509320417,6.395261598115449,4,False,False,False,False,False,True,1
Others,507,99,0,606,0,1,0,0,1,0,16,0,17,32,6,38,56.0,0,0,550,67.9,90.8,others,2020,Offences against the State,0.30357142857142855,0.017857142857142856,0.2857142857142857,0.8366336633663366,0.0,0.0016501650165016502,0.8421052631578947,17.900000000000006,4.605170185988092,6.408528791059498,4,False,False,False,False,False,True,2
Others,550,73,0,623,0,3,0,0,1,0,59,0,60,31,18,49,112.0,0,0,511,43.8,82.0,others,2021,Offences against the State,0.5357142857142857,0.008928571428571428,0.5267857142857143,0.8828250401284109,0.0,0.004815409309791332,0.6326530612244898,-24.10000000000001,4.30406509320417,6.436150368369428,4,False,False,False,False,False,True,3
Political,1101,1495,0,2596,0,0,0,4,32,34,199,3,272,575,890,1465,1737.0,1,0,858,84.3,33.1,political,2018,Offences against Public Tranquillity,0.15659182498560736,0.018422567645365574,0.11456534254461716,0.4241140215716487,0.0,0.0,0.3924914675767918,,7.310550158534422,7.862112211662748,3,False,False,False,False,True,False,0
Political,867,1209,5,2081,0,0,0,1,27,40,79,0,147,375,763,1138,1285.0,3,0,793,88.6,38.1,political,2019,Offences against Public Tranquillity,0.11439688715953307,0.021011673151750974,0.06147859922178988,0.4166266218164344,0.0041356492969396195,0.0,0.3295254833040422,4.299999999999997,7.098375638590786,7.641084249174914,3,False,False,False,False,True,False,1
Political,800,1032,0,1832,0,0,2,1,16,11,71,1,100,289,402,691,791.0,1,0,1038,87.4,56.7,political,2020,Offences against Public Tranquillity,0.1264222503160556,0.020227560050568902,0.0897597977243995,0.4366812227074236,0.0,0.0,0.4182344428364689,-1.1999999999999886,6.940222469119639,7.513709247839705,3,False,False,False,False,True,False,2
Political,1036,959,0,1995,0,0,0,0,22,44,62,0,128,575,589,1164,1292.0,0,1,703,90.1,35.2,political,2021,Offences against Public Tranquillity,0.09907120743034056,0.017027863777089782,0.047987616099071206,0.519298245614035,0.0,0.0,0.49398625429553267,2.6999999999999886,6.866933284461882,7.59890045687141,3,False,False,False,False,True,False,3
Procuration of Minor Girls,2526,3039,21,5586,0,4,0,4,684,369,371,36,1464,622,1003,1625,3093.0,0,0,2493,52.5,44.6,procuration of minor girls,2018,Offences Affecting the Human Body,0.47332686711930166,0.22114451988360814,0.11994827028774653,0.4522019334049409,0.006910167818361303,0.0007160759040458289,0.38276923076923075,,8.019612794400267,8.628197749459149,5,False,True,False,False,False,False,0
Procuration of Minor Girls,2655,3117,0,5772,0,1,0,0,634,388,326,15,1363,555,914,1469,2833.0,3,0,2936,51.9,50.9,procuration of minor girls,2019,Offences Affecting the Human Body,0.48111542534415813,0.22379103423932228,0.11507236145428874,0.45997920997921,0.0,0.00017325017325017325,0.3778080326752893,-0.6000000000000014,8.044947049617722,8.660947155060933,5,False,True,False,False,False,False,1
Procuration of Minor Girls,2881,2471,1,5353,0,1,0,0,627,277,327,9,1240,478,703,1181,2422.0,0,0,2931,48.8,54.8,procuration of minor girls,2020,Offences Affecting the Human Body,0.5119735755573905,0.2588769611890999,0.13501238645747315,0.5382028768914627,0.0004046944556859571,0.00018681113394358303,0.40474174428450466,-3.1000000000000014,7.812782818577581,8.585599224080298,5,False,True,False,False,False,False,2
Procuration of Minor Girls,2931,2566,3,5500,0,4,0,1,681,284,664,22,1652,483,751,1234,2890.0,4,26,2606,42.7,47.4,procuration of minor girls,2021,Offences Affecting the Human Body,0.5716262975778547,0.2356401384083045,0.22975778546712802,0.5329090909090909,0.0011691348402182386,0.0007272727272727272,0.3914100486223663,-6.099999999999994,7.8504931808711405,8.612685172875459,5,False,True,False,False,False,False,3
Promoting enmity between groups,773,1076,1,1850,1,8,0,0,40,68,155,5,268,245,342,587,864.0,4,0,982,67.9,53.1,promoting enmity between groups,2018,Offences against Public Tranquillity,0.3101851851851852,0.046296296296296294,0.17939814814814814,0.41783783783783784,0.0009293680297397769,0.004324324324324324,0.41737649063032367,,6.981934677156389,7.523481312573497,3,False,False,False,False,True,False,0
Promoting enmity between groups,971,1055,1,2027,0,4,0,3,44,58,154,2,261,230,310,540,805.0,3,3,1219,67.1,60.1,promoting enmity between groups,2019,Offences against Public Tranquillity,0.3242236024844721,0.0546583850931677,0.19130434782608696,0.4790330537740503,0.0009478672985781991,0.001973359644795264,0.42592592592592593,-0.8000000000000114,6.962243464266207,7.614805364711073,3,False,False,False,False,True,False,1
Promoting enmity between groups,1217,1804,5,3026,0,5,2,0,37,81,170,4,292,292,486,778,1075.0,5,1,1944,72.4,64.2,promoting enmity between groups,2020,Offences against Public Tranquillity,0.27162790697674416,0.03441860465116279,0.15813953488372093,0.4021810971579643,0.002771618625277162,0.0016523463317911435,0.37532133676092544,5.300000000000011,7.498315870766981,8.01532730902172,3,False,False,False,False,True,False,2
Promoting enmity between groups,1944,1047,2,2993,1,6,0,1,54,92,265,9,421,385,302,687,1115.0,3,11,1875,61.6,62.6,promoting enmity between groups,2021,Offences against Public Tranquillity,0.3775784753363229,0.0484304932735426,0.23766816143497757,0.6495155362512529,0.0019102196752626551,0.0020046775810223854,0.5604075691411936,-10.800000000000004,6.954638864880987,8.004365564979574,3,False,False,False,False,True,False,3
Rape,13762,33356,21,47139,1,71,3,31,2875,767,1093,75,4841,7054,21415,28469,33382.0,59,51,13695,85.3,29.1,rape,2018,Offences Affecting the Human Body,0.1450182733209514,0.0861242585824696,0.03274219639326583,0.29194509853836526,0.0006295718911140425,0.00150618383928382,0.24777828515227088,,10.415022924371359,10.760877176490123,5,False,True,False,False,False,False,0
Rape,13480,32033,23,45536,1,117,1,39,3652,622,1127,64,5504,6605,18243,24848,30470.0,104,35,14961,81.5,32.9,rape,2019,Offences Affecting the Human Body,0.18063669182802758,0.11985559566787003,0.036987200525106664,0.29602951510892483,0.0007180095526488309,0.0025693956430077303,0.26581616226658084,-3.799999999999997,10.374553117728242,10.72628046129497,5,False,True,False,False,False,False,1
Rape,15097,28046,53,43196,0,100,2,48,3375,571,987,34,5015,7161,16532,23693,28808.0,38,34,14348,82.2,33.2,rape,2020,Offences Affecting the Human Body,0.17408358789225215,0.117154956956401,0.034261316301027495,0.3494999536994166,0.0018897525493831563,0.002315029169367534,0.3022411682775503,0.7000000000000028,10.241636953359425,10.673526327376381,5,False,True,False,False,False,False,2
Rape,14391,31677,59,46127,3,119,0,14,4009,819,1355,59,6256,6807,19357,26164,32542.0,48,29,13537,80.4,29.3,rape,2021,Offences Affecting the Human Body,0.19224386946100425,0.12319464077192552,0.04163849794112224,0.3119864721312897,0.001862550115225558,0.0025798339367398703,0.26016664118636296,-1.7999999999999972,10.363377712622366,10.739175419878183,5,False,True,False,False,False,False,3
Rash Driving on Public way - Total,93905,443805,205,537915,44,23,1,155,2681,4569,30255,342,38002,54992,348706,403698,441767.0,37,67,96110,91.4,17.9,rash driving on public way,2018,Miscellaneous IPC Crimes,0.08602272238532982,0.006068810028816095,0.06848632876606899,0.17457219077363523,0.0004619145796014015,4.27576847643215e-05,0.13622064018152183,,13.003142808992667,13.19545769312477,1,True,False,False,False,False,False,0
Rash Driving on Public Way,11692,168139,189,180020,0,2,0,105,241,661,5087,21,6115,8024,155639,163663,169780.0,2,15,10238,96.4,5.7,rash driving on public way,2018,Miscellaneous IPC Crimes,0.03601719872776534,0.0014194840381670398,0.029962304158322534,0.06494833907343628,0.0011240699659210533,1.1109876680368848e-05,0.04902757495585441,5.0,12.032552244689288,12.100828789733988,1,True,False,False,False,False,False,0
Rash Driving on Public way,97985,417024,16,515025,25,20,1,96,2510,4596,27878,373,35453,55743,319116,374859,410357.0,67,55,104600,91.3,20.3,rash driving on public way,2019,Miscellaneous IPC Crimes,0.08639550440226437,0.006116625279939175,0.06793596794985829,0.19025290034464346,3.83670963781461e-05,3.883306635600213e-05,0.14870391267116437,-5.1000000000000085,12.940901451022256,13.15197266380842,1,True,False,False,False,False,False,1
Rash Driving on Public Way ,10249,144059,5,154313,4,3,0,8,199,586,3578,18,4389,6580,131095,137675,142071.0,12,13,12230,96.9,7.9,rash driving on public way,2019,Miscellaneous IPC Crimes,0.03089300420212429,0.0014007080966558973,0.025184590803189955,0.06641695774173272,3.470800158268487e-05,1.9441006266484353e-05,0.04779371708734338,5.6000000000000085,11.877985158443353,11.94674476657492,1,True,False,False,False,False,False,1
Rash Driving on Public way,104776,312777,349,417902,6,23,1,295,2161,3816,22616,446,29334,55317,225332,280649,310012.0,11,142,107878,90.5,25.8,rash driving on public way,2020,Miscellaneous IPC Crimes,0.09462214365895513,0.006970697908468059,0.07295201476071894,0.2507190681068767,0.001115810945178194,5.503682681585635e-05,0.19710385570588174,-6.400000000000006,12.65324895269903,12.943004627161137,1,True,False,False,False,False,False,2
Rash Driving on Public Way,12299,96610,338,109247,0,2,0,11,171,372,3636,49,4239,8417,85588,94005,98246.0,5,131,10996,95.7,10.1,rash driving on public way,2020,Miscellaneous IPC Crimes,0.043146794780449076,0.0017405288764936995,0.03700914032123445,0.11257975047369721,0.0034986026291274194,1.830713886880189e-05,0.08953779054305622,5.200000000000003,11.478447885353338,11.601375806154113,1,True,False,False,False,False,False,2
Rash Driving on Public way,108281,347953,612,456846,7,69,0,32,2533,5337,22867,388,31157,55487,259786,315273,346506.0,135,147,110205,91.0,24.1,rash driving on public way,2021,Miscellaneous IPC Crimes,0.0899176349038689,0.007310118728102832,0.06599308525682095,0.2370186014543194,0.0017588582366009201,0.0001510355787289371,0.1759966758967625,-4.700000000000003,12.759825566111502,13.03210382169841,1,True,False,False,False,False,False,3
Rash Driving on Public Way,10996,108737,0,119733,0,4,0,3,172,1031,2741,14,3961,6645,98099,104744,108709.0,13,13,11011,96.4,9.2,rash driving on public way,2021,Miscellaneous IPC Crimes,0.03643672557009999,0.0015822057051394088,0.02521410370806465,0.09183767215387571,0.0,3.340766538882347e-05,0.06344038799358435,5.400000000000006,11.596696598034907,11.693027894655302,1,True,False,False,False,False,False,3
Rioting while in Aandolan/Morcha,847,1908,1,2756,0,1,0,0,23,22,120,6,171,387,1370,1757,1929.0,3,1,824,91.1,29.9,rioting while in aandolan/morcha,2018,Offences against Public Tranquillity,0.08864696734059098,0.011923276308968377,0.06220839813374806,0.3073294629898404,0.0005241090146750524,0.000362844702467344,0.22026180990324418,,7.554334823725748,7.921898411023797,3,False,False,False,False,True,False,0
Rioting while in Aandolan/Morcha,824,1442,0,2266,0,0,0,0,12,15,130,0,157,494,1005,1499,1656.0,2,1,608,90.5,26.8,rioting while in aandolan/morcha,2019,Offences against Public Tranquillity,0.09480676328502416,0.007246376811594203,0.0785024154589372,0.36363636363636365,0.0,0.0,0.3295530353569046,-0.5999999999999943,7.274479558773871,7.726212650507529,3,False,False,False,False,True,False,1
Rioting while in Aandolan/Morcha,606,1905,0,2511,0,6,0,0,17,15,34,0,66,243,1621,1864,1936.0,2,1,573,96.3,22.8,rioting while in aandolan/morcha,2020,Offences against Public Tranquillity,0.03409090909090909,0.00878099173553719,0.01756198347107438,0.24133811230585425,0.0,0.0023894862604540022,0.1303648068669528,5.799999999999997,7.552762084214147,7.828834527588089,3,False,False,False,False,True,False,2
Rioting while in Aandolan/Morcha,573,857,0,1430,0,0,0,0,19,3,35,0,57,310,619,929,986.0,1,0,443,94.2,31.0,rioting while in aandolan/morcha,2021,Offences against Public Tranquillity,0.057809330628803245,0.019269776876267748,0.035496957403651115,0.4006993006993007,0.0,0.0,0.333692142088267,-2.0999999999999943,6.754604099487962,7.266128779556451,3,False,False,False,False,True,False,3
Rioting/Attacks on Police Personnel or Govt Servants,2046,1440,6,3492,0,5,0,0,17,4,312,0,333,597,650,1247,1585.0,0,2,1907,78.7,54.6,rioting/attacks on police personnel or govt servants,2018,Offences against Public Tranquillity,0.21009463722397476,0.010725552050473186,0.1968454258675079,0.5859106529209622,0.004166666666666667,0.0014318442153493699,0.4787489975942261,,7.273092595999522,8.158516244806831,3,False,False,False,False,True,False,0
Rioting/Attacks on Police Personnel or Govt Servants,1901,1044,4,2949,0,2,0,1,8,10,160,0,179,581,566,1147,1328.0,0,0,1621,86.4,55.0,rioting/attacks on police personnel or govt servants,2019,Offences against Public Tranquillity,0.13478915662650603,0.006024096385542169,0.12048192771084337,0.6446252967107494,0.0038314176245210726,0.0006781959986436081,0.5065387968613775,7.700000000000003,6.951772164398911,7.989560449333865,3,False,False,False,False,True,False,1
Rioting/Attacks on Police Personnel or Govt Servants,1646,616,5,2267,0,0,0,0,0,3,56,0,59,274,311,585,644.0,0,0,1623,90.8,71.6,rioting/attacks on police personnel or govt servants,2020,Offences against Public Tranquillity,0.09161490683229814,0.0,0.08695652173913043,0.7260696956329952,0.008116883116883116,0.0,0.4683760683760684,4.3999999999999915,6.424869023905388,7.7266536648476425,3,False,False,False,False,True,False,2
Rioting/Attacks on Police Personnel or Govt Servants,1623,481,2,2106,0,0,0,0,11,0,83,0,94,589,294,883,977.0,0,0,1129,90.4,53.6,rioting/attacks on police personnel or govt servants,2021,Offences against Public Tranquillity,0.09621289662231321,0.011258955987717503,0.0849539406345957,0.7706552706552706,0.004158004158004158,0.0,0.6670441676104191,-0.3999999999999915,6.1779441140506,7.653020413804189,3,False,False,False,False,True,False,3
Riots - Total,33958,57828,13,91799,0,215,2,288,1592,2597,3843,109,8429,16705,33770,50475,59119.0,71,36,32607,85.4,35.5,riots,2018,Offences against Public Tranquillity,0.1425768365500093,0.026928736954278658,0.06500448248448046,0.3699168836261833,0.00022480459293076018,0.0023420734430658285,0.33095591877166913,,10.96524565893981,11.427367576608582,3,False,False,False,False,True,False,0
Riots,32733,46209,62,79004,1,20,1,360,1654,1722,2699,50,6485,16011,26718,42729,49235.0,45,27,29723,86.8,37.6,riots,2019,Offences against Public Tranquillity,0.13171524322128567,0.03359398801665482,0.05481872651569006,0.41432079388385396,0.0013417299660239347,0.000253151739152448,0.3747103840483044,1.3999999999999915,10.740951503864313,11.2772664205856,3,False,False,False,False,True,False,1
Riots,30223,51606,17,81846,0,23,25,317,1552,1275,2013,45,5202,13495,29568,43063,48288.0,47,43,33486,89.2,40.9,riots,2020,Offences against Public Tranquillity,0.1077286282306163,0.03214049039098741,0.04168737574552684,0.3692666715538939,0.00032941905979924814,0.00028101556581873276,0.3133780739846272,2.4000000000000057,10.851412601183544,11.312606929714613,3,False,False,False,False,True,False,2
Riots,33914,41954,69,75937,2,13,4,304,1461,1764,2537,37,6103,16824,24598,41422,47540.0,22,43,28371,87.1,37.4,riots,2021,Offences against Public Tranquillity,0.1283761043331931,0.030732015145140935,0.05336558687421119,0.4466070558489274,0.0016446584354292797,0.00017119454284472655,0.4061609772584617,-2.1000000000000085,10.64435289430417,11.237672496857467,3,False,False,False,False,True,False,3
Robbery,20648,30822,31,51501,0,95,1,77,562,573,8404,62,9678,7076,15470,22546,32319.0,50,22,19131,69.8,37.1,robbery,2018,Offences against Property,0.2994523345400538,0.01738915189207587,0.260032798044494,0.4009242538979826,0.001005775095710856,0.0018446243762257045,0.31384724563115407,,10.336016443526942,10.849375920849226,2,False,False,False,True,False,False,0
Robbery,19217,31065,26,50308,1,112,1,64,517,765,6881,83,8310,6930,14125,21055,29478.0,56,16,20773,71.4,41.3,robbery,2019,Offences against Property,0.2819051496030938,0.01753850329058959,0.23342831942465567,0.38198696032440166,0.0008369547722517302,0.002226286077760992,0.3291379719781525,1.6000000000000085,10.343869252547853,10.825939266523756,2,False,False,False,True,False,False,1
Robbery,20781,24107,101,44989,0,22,5,53,549,433,6350,69,7454,5920,10250,16170,23646.0,15,12,21323,68.4,47.4,robbery,2020,Offences against Property,0.3152330203839973,0.02321745749809693,0.2685443626829062,0.4619129120451666,0.0041896544572115986,0.000489008424281491,0.3661100803957947,-3.0,10.090299014602934,10.714195521835219,2,False,False,False,True,False,False,2
Robbery,21394,29224,57,50675,1,46,0,43,662,1599,6375,62,8741,7014,14130,21144,29932.0,12,9,20731,70.6,40.9,robbery,2021,Offences against Property,0.2920285981558199,0.022116798075638114,0.2129827609247628,0.4221805624074988,0.001950451683547769,0.0009077454366058214,0.33172531214528944,2.1999999999999886,10.282779786340269,10.833207704721945,2,False,False,False,True,False,False,3
Sale of obscene Books/Objects,79,490,0,569,0,1,0,0,2,3,15,0,20,25,410,435,456.0,0,0,113,95.4,19.9,sale of obscene books/objects,2018,Miscellaneous IPC Crimes,0.043859649122807015,0.0043859649122807015,0.03289473684210526,0.13884007029876977,0.0,0.0017574692442882249,0.05747126436781609,,6.19644412779452,6.345636360828596,1,True,False,False,False,False,False,0
Sale of obscene Books/Objects,113,108,0,221,0,0,0,0,1,3,10,2,16,18,54,72,88.0,0,0,133,81.8,60.2,sale of obscene books/objects,2019,Miscellaneous IPC Crimes,0.18181818181818182,0.011363636363636364,0.11363636363636363,0.5113122171945701,0.0,0.0,0.25,-13.600000000000009,4.6913478822291435,5.402677381872279,1,True,False,False,False,False,False,1
Sale of obscene Books/Objects,133,102,0,235,0,0,0,0,13,8,14,0,35,17,32,49,84.0,0,0,151,58.3,64.3,sale of obscene books/objects,2020,Miscellaneous IPC Crimes,0.4166666666666667,0.15476190476190477,0.16666666666666666,0.5659574468085107,0.0,0.0,0.3469387755102041,-23.5,4.634728988229636,5.4638318050256105,1,True,False,False,False,False,False,2
Sale of obscene Books/Objects,151,61,1,213,0,0,0,0,0,0,8,0,8,25,34,59,67.0,0,0,146,88.1,68.5,sale of obscene books/objects,2021,Miscellaneous IPC Crimes,0.11940298507462686,0.0,0.11940298507462686,0.7089201877934272,0.01639344262295082,0.0,0.423728813559322,29.799999999999997,4.127134385045092,5.365976015021851,1,True,False,False,False,False,False,3
Sectarian,193,209,0,402,0,0,0,0,2,11,16,0,29,66,105,171,200.0,0,0,202,85.5,50.2,sectarian,2018,Offences against Public Tranquillity,0.145,0.01,0.08,0.48009950248756217,0.0,0.0,0.38596491228070173,,5.3471075307174685,5.998936561946683,3,False,False,False,False,True,False,0
Sectarian,171,118,0,289,0,0,0,0,1,0,15,0,16,29,75,104,120.0,2,0,167,86.7,57.8,sectarian,2019,Offences against Public Tranquillity,0.13333333333333333,0.008333333333333333,0.125,0.5916955017301038,0.0,0.0,0.27884615384615385,1.2000000000000028,4.77912349311153,5.66988092298052,3,False,False,False,False,True,False,1
Sectarian,167,167,0,334,0,0,0,0,3,11,18,0,32,20,58,78,110.0,0,0,224,70.9,67.1,sectarian,2020,Offences against Public Tranquillity,0.2909090909090909,0.02727272727272727,0.16363636363636364,0.5,0.0,0.0,0.2564102564102564,-15.799999999999997,5.123963979403259,5.814130531825066,3,False,False,False,False,True,False,2
Sectarian,224,139,0,363,0,0,0,2,2,16,14,0,34,45,53,98,132.0,0,0,231,74.2,63.6,sectarian,2021,Offences against Public Tranquillity,0.25757575757575757,0.015151515151515152,0.10606060606060606,0.6170798898071626,0.0,0.0,0.45918367346938777,3.299999999999997,4.941642422609304,5.8971538676367405,3,False,False,False,False,True,False,3
Sedition,119,70,1,190,0,0,0,0,2,0,15,0,17,11,27,38,55.0,0,3,135,69.1,71.1,sedition,2018,Offences against the State,0.3090909090909091,0.03636363636363636,0.2727272727272727,0.6263157894736842,0.014285714285714285,0.0,0.2894736842105263,,4.2626798770413155,5.25227342804663,4,False,False,False,False,False,True,0
Sedition,135,93,1,229,0,1,0,0,2,6,21,0,29,11,29,40,70.0,0,0,159,57.1,69.4,sedition,2019,Offences against the State,0.4142857142857143,0.02857142857142857,0.3,0.5895196506550219,0.010752688172043012,0.004366812227074236,0.275,-11.999999999999993,4.543294782270004,5.438079308923196,4,False,False,False,False,False,True,1
Sedition,157,73,0,230,0,1,0,0,1,5,10,0,16,9,14,23,40.0,1,0,189,57.5,82.2,sedition,2020,Offences against the State,0.4,0.025,0.25,0.6826086956521739,0.0,0.004347826086956522,0.391304347826087,0.3999999999999986,4.30406509320417,5.442417710521793,4,False,False,False,False,False,True,2
Sedition,189,76,0,265,0,0,0,0,3,0,16,0,19,11,14,25,44.0,0,2,221,56.8,83.4,sedition,2021,Offences against the State,0.4318181818181818,0.06818181818181818,0.36363636363636365,0.7132075471698113,0.0,0.0,0.44,-0.7000000000000028,4.343805421853684,5.583496308781699,4,False,False,False,False,False,True,3
Selling of Minors for Prostitution,121,42,0,163,0,0,0,0,0,5,6,0,11,11,27,38,49.0,0,0,114,77.6,69.9,selling of minors for prostitution,2018,Offences Affecting the Human Body,0.22448979591836735,0.0,0.12244897959183673,0.7423312883435583,0.0,0.0,0.2894736842105263,,3.7612001156935624,5.099866427824199,5,False,True,False,False,False,False,0
Selling of Minors for Prostitution,124,24,0,148,0,0,0,0,1,5,6,0,12,16,14,30,42.0,0,0,106,71.4,71.6,selling of minors for prostitution,2019,Offences Affecting the Human Body,0.2857142857142857,0.023809523809523808,0.14285714285714285,0.8378378378378378,0.0,0.0,0.5333333333333333,-6.199999999999989,3.2188758248682006,5.003946305945459,5,False,True,False,False,False,False,1
Selling of Minors for Prostitution,82,14,0,96,0,0,0,0,1,1,5,0,7,8,6,14,21.0,0,0,75,66.7,78.1,selling of minors for prostitution,2020,Offences Affecting the Human Body,0.3333333333333333,0.047619047619047616,0.23809523809523808,0.8541666666666666,0.0,0.0,0.5714285714285714,-4.700000000000003,2.70805020110221,4.574710978503383,5,False,True,False,False,False,False,2
Selling of Minors for Prostitution,75,15,0,90,0,0,0,0,0,3,7,0,10,7,10,17,27.0,0,0,63,63.0,70.0,selling of minors for prostitution,2021,Offences Affecting the Human Body,0.37037037037037035,0.0,0.25925925925925924,0.8333333333333334,0.0,0.0,0.4117647058823529,-3.700000000000003,2.772588722239781,4.51085950651685,5,False,True,False,False,False,False,3
Sexual Harassment,7023,20962,6,27991,2,9,2,35,1023,463,1300,19,2840,3832,14246,18078,20929.0,22,4,7038,86.4,25.1,sexual harassment,2018,Offences Affecting the Human Body,0.1356968799273735,0.048879545128768694,0.06211476898083998,0.25090207566717876,0.00028623222974906974,0.000321531920974599,0.21197035070251133,,9.950514257963883,10.239674034047525,5,False,True,False,False,False,False,0
Sexual Harassment,6992,18334,4,25330,0,10,0,47,1086,486,1068,18,2705,3780,11574,15354,18069.0,17,6,7244,85.0,28.6,sexual harassment,2019,Offences Affecting the Human Body,0.14970391277879241,0.060102938734849745,0.05910675742985223,0.27603632056849586,0.00021817388458601506,0.00039478878799842083,0.246189917936694,-1.4000000000000057,9.816567080505427,10.139784221095251,5,False,True,False,False,False,False,1
Sexual Harassment,7235,17003,0,24238,0,6,1,51,1018,381,865,32,2347,3952,11013,14965,17318.0,17,7,6902,86.4,28.5,sexual harassment,2020,Offences Affecting the Human Body,0.135523732532625,0.0587827693729068,0.04994803095045617,0.29849822592623154,0.0,0.0002475451769948016,0.26408286000668224,1.4000000000000057,9.741203889478681,10.095718185206863,5,False,True,False,False,False,False,2
Sexual Harassment,6989,17539,3,24531,0,12,0,54,1138,554,985,12,2743,3726,11551,15277,18032.0,15,8,6484,84.7,26.4,sexual harassment,2021,Offences Affecting the Human Body,0.1521184560780834,0.0631100266193434,0.05462511091393079,0.28490481431657905,0.00017104738012429442,0.0004891769597651951,0.2438960528899653,-1.7000000000000028,9.772239265926174,10.107733666745874,5,False,True,False,False,False,False,3
